 SL NO.,Comment,Emotion
1201,লাল শাড়ি পড়িয়া কন্যা....,Positive
1202,আমার জান,Positive
1203,এ আরেক ভণ্ড। প্রথম প্রথম ভালো ভাবতাম।,Positive
1204,"আমিও নাম সংক্রান্ত সমস্যার মুখোমুখি হই সবাই বলে ""তুমি কি হিন্দু?? """,Positive
1205,"এতো বড় ঋষির রাতের ভোটে এম্পি হতে হয়ে।কি আপচুস,,কি আপিচুস,,গাতির মেধার মূল্লায়ন করলো।ভালো রাজনীতিবিদ বা ভালো নেতার আগে কি সৎ হওয়াটা জুরুরি নয়।অন্তত রাতের নির্জনের নিজের কাছে নিজে সৎ।এ রকম হলে অন্ততঃ দিনের ভোট রাতে হয় না।",Positive
1206,"এতো কিছু চিন্তা করেই হয়তো তিনি স্কুল কলেজ খুলছেন না। এটাও একটা পলিটিক্স, যাক বাবা ফ্রি-তে একটা পলিটিক্স শিখে ফেললাম",Positive
1207,দীপু মনি খালামনি,Positive
1208,এই লেখা টাই আমাদের চোখে আঙুল দিয়ে দেখিয়ে দেয় যে একটি দেশ চালাতে হলে কত টা দরকার। অন্যান্য মন্ত্রণালয়ে অশিক্ষিত এমপি উৎখাত করে শিক্ষিত মন্ত্রী থাকলে বাংলাদেশে আরো ১০বছর এগিয়ে যেতো।,Positive
1209,"উনি নিজের ক্যারিয়ার গড়েছেন ঠিকই,তবে শিক্ষাপ্রতিষ্ঠান বন্ধ করে লাখো শিক্ষার্থীদের ক্যারিয়ার ডুবাচ্ছেন।অবিলম্বে বিশ্ববিদ্যালয় খুলে দেয়ার দাবী জানাচ্ছি।",Positive
1210,মাথার ঐই সাদা চুল গুলো কালি দিয়ে কালি করাইলে আর একটু যুবতী -যুবতী লাগতো,Positive
1211,এত নীতি কথার ভেলকি অথচ দেশের মানুষের অধিকার হরণ করে রাতের ভোটের এমপি অত:পর মন্ত্রী,Positive
1212,দিপু আন্টি যে মুসলিম তা আজ জানতে পারলামএটা কেবল সম্ভব হয়েছে পাবলিকিয়ান গ্রুপের কারণে । ধন্যবাদ,Positive
1213,বাটপার,Positive
1214,"জ্বি জ্বি স্যার আমরা বুঝতে পেরেছি পরিস্থিতি খুবই খারাপ স্কুল কলেজ বন্ধ রাখাই ভালো, তবে স্যার, সামাজিক দূরত্ব বজায় রেখে সত্য কথা গুলো বললে ভালো হইতো না কি???",Positive
